,apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time
2023-01-01 09:00:00+01:00,89.27633294167386,89.7188354840627,0.7236670583261483,0.2811645159373118,129.8935830244231,-3.3449771632731427
2023-01-01 10:00:00+01:00,83.18160181159521,83.3091405944281,6.818398188404786,6.690859405571904,142.13923506309374,-3.364631403790554
2023-01-01 11:00:00+01:00,78.4304863087468,78.50940684018023,11.569513691253206,11.490593159819763,155.24305684047613,-3.3842760620464105
2023-01-01 12:00:00+01:00,75.61477106524327,75.67863534999985,14.38522893475672,14.321364650000147,169.09948351481842,-3.4039111041274737
2023-01-01 13:00:00+01:00,75.00547652974949,75.06676179810646,14.994523470250515,14.933238201893547,183.34708653018228,-3.4235364955093246
2023-01-01 14:00:00+01:00,76.66336698824608,76.73216737572596,13.336633011753914,13.267832624274028,197.4718243386886,-3.44315220239514
2023-01-01 15:00:00+01:00,80.42528169801574,80.5195308526286,9.574718301984262,9.48046914737139,211.00935897228715,-3.462758191068133
2023-01-01 16:00:00+01:00,85.92382755334668,86.11627503696056,4.076172446653316,3.883724963039442,223.71321689176466,-3.4823544272367144
